Gemma ID,External ID,Study Description,Number of Samples,Study Category,Condition Description,Control Description,Number of DE genes,Funding Source,DE Prior AUROC (Fig 2),CXCL8 DE,Sex (Fig 3),Immunity (Fig 3),Funding Prior AUROC (Fig 4),"DE Prior AUROC (222 subset, Fig 4)",Cluster Prior AUROC (Fig 4),NIGMS sepsis or trauma (Fig 4),Max GO term (Fig 4),Max GO AUROC (Fig 4)
RSCID.442240.16190,GSE7305,Human endometriosis vs normal endometrium study - transcriptional profiling,20,disease,Endometriosis,reference subject role,366,NA,0.904,no,no,no,NA,NA,0.917,no,GO:0031012,0.54
RSCID.456264.108631,GSE7392,Molecular Evidence of Injury and Inflammation in Normal and Fibrotic Renal Allografts One Year Post-Transplant,30,timepoint,12 months,0 months,41,NA,0.956,no,no,no,NA,NA,0.581,no,GO:0071495,0.633
RSCID.456283.16420,GSE7400,Microarray Analysis of the G-CSF-mobilized Peripheral Blood Stem Cell Allograft,10,treatment,granulocyte-colony stimulating factor (G-CSF); post,prior; granulocyte-colony stimulating factor (G-CSF); reference subject role,273,NA,0.882,yes,no,no,NA,NA,0.883,no,GO:0006955,0.578
RSCID.465006.121944,GSE74195,Differential expression and prognostic significant of SOX genes in pediatric medulloblastoma and ependymoma identified by microarray analysis,32,disease staging,childhood medulloblastoma,reference subject role; cerebellum,302,NA,0.818,no,no,no,NA,NA,0.833,no,GO:0022008,0.551
RSCID.464839.121779,GSE74304,"Gene expression data of GBM146 and GBM157 at day0, 7, 30 after serum exposure",10,cell line,GBM146,GBM157,22,NINDS NIH HHS,0.808,no,no,no,0.666,0.788,NA,no,GO:0010243,0.56
RSCID.456026.111071,GSE7440,Early Response and Outcome in High-Risk Childhood Acute Lymphoblastic Leukemia: A Childrenâ€™s Oncology Group Study,71,clinical history,no followup,relapse,1,NCI NIH HHS,0.774,no,no,no,0.869,0.755,0.467,no,GO:0030018,0.998
RSCID.444370.17008,GSE7476,Analysis of clinical bladder cancer classification according to microarray expression profiles,6,disease,TaLG; cancer,reference subject role,677,NA,0.896,yes,no,no,NA,NA,0.913,no,GO:0031012,0.545
RSCID.455951.15805,GSE7509,Gene expression changes in anti-FcgRIIb treated DCs and monocytes,19,cell type,dendritic cell; immature,monocyte,322,NIAID NIH HHS,0.853,no,no,no,0.756,0.85,0.751,no,GO:0006955,0.571
RSCID.459091.20256,GSE7513,Gene expression data from CD44+/CD24- cells sorted by flow cytometry,29,cell type,CD24-; CD44+,reference subject role,211,NCI NIH HHS,0.898,no,no,no,0.871,0.886,0.881,no,GO:0006955,0.567
RSCID.456767.20219,GSE7515,Gene expression data from cancer mammospheres and bulk tumors,26,cell type,Tissue; mammary cancer; mammary gland tumor,mammosphere; primary cell culture,440,NCI NIH HHS,0.903,no,no,no,0.882,0.885,0.902,no,GO:0006928,0.541
RSCID.459297.64951,GSE7538,Treatment of primary acute myelogenous leukemia (AML) specimens with parthenolide (PTL),24,treatment,parthenolide,reference subject role,39,NCI NIH HHS,0.823,no,no,no,0.757,0.798,NA,no,GO:0006952,0.575
RSCID.449213.39243,GSE7553,Gene Expression Patterns Involved in the Malignant Transformation and Progression of Metastatic Melanoma,44,disease,Melanoma; metastatic,skin; reference subject role,1425,NCRR NIH HHS,0.784,yes,no,no,0.608,0.788,0.803,no,GO:0009888,0.539
RSCID.456617.17686,GSE7562,Identification of the JNK Signaling Pathway as a Functional Target of the Tumor Suppressor PTEN,12,genotype,knockdown; PTEN [human] phosphatase and tensin homolog,wild type genotype,1,NIGMS NIH HHS,0.635,no,no,no,0.389,0.817,0.467,no,GO:0043491,0.999
RSCID.441047.39436,GSE7568,Effects of TGF-beta on mature macrophages,11,treatment,24 hrs; TGF-beta (transforming growth factor-beta); dexamethasone,reference subject role,3842,NA,0.621,yes,no,no,NA,NA,0.658,no,GO:0006928,0.516
RSCID.456267.34725,GSE7586,Genome wide analysis of placental malaria,12,disease,chronic PM with inflammation,Healthy; reference subject role,50,NHLBI NIH HHS,0.93,no,no,no,0.78,0.919,0.926,no,GO:0006955,0.711
RSCID.460575.17098,GSE7621,Expression data of substantia nigra from postmortem human brain of Parkinson's disease patients (PD),25,sex,male,female,24,NA,0.96,no,no,no,NA,NA,0.718,no,GO:0034097,0.614
RSCID.456033.108639,GSE7637,Expression data from human mesenchymal stem cells (#4F1560),12,timepoint,passage 7,passage 5,173,NA,0.799,no,no,no,NA,NA,0.67,no,GO:0022402,0.58
RSCID.456271.111596,GSE7696,Glioblastoma from a homogenous cohort of patients treated within clinical trial,47,disease,radiotherapy; temozolomide; Glioblastoma,reference subject role,573,NA,0.825,no,no,no,NA,NA,0.911,no,GO:0097458,0.551
RSCID.448362.34883,GSE7700,Genes regulated by YAP in normal breast cell line and breast cancer cell lines,10,genetic modification,"knock-down; YAP1 [human] Yes-associated protein 1, 65kDa",wild type genotype,10,NA,0.974,no,no,no,NA,NA,0.556,no,GO:0031012,0.69
RSCID.455810.15518,GSE7708,Suppression of androgen receptor mediated gene expression by a sequence-specific DNA binding polyamide,14,treatment,stimulated with DHT,unstimulated with DHT,84,NIGMS NIH HHS,0.847,no,no,no,0.751,0.844,0.726,no,GO:0030334,0.548
RSCID.448313.34069,GSE7753,Gene Expression Profiling in Peripheral Blood in Untreated New Onset Systemic Juvenile Idiopathic Arthritis,47,disease,juvenile rheumatoid arthritis,reference subject role,40,NA,0.884,no,no,no,NA,NA,0.593,no,GO:0006952,0.598
RSCID.441048.75739,GSE7788,Nodular lymphocyte predominant Hodgkin's lymphoma vs T cell/histiocyte rich B cell lymphoma,11,disease,"nodular lymphocyte predominant; Hodgkin's disease, unspecified type; lymph node",reference subject role; lymph node,51,NA,0.842,no,no,no,NA,NA,0.539,no,GO:0015630,0.578
RSCID.448229.74276,GSE7835,Modulating hypoxia-inducible transcription by disrupting the HIF-1-DNA interface,6,treatment,Untreated LNCaP cells not stimulated with DHT,Untreated LNCaP cells stimulated with DHT,224,NIGMS NIH HHS,0.708,yes,no,no,0.595,0.694,NA,no,GO:0007049,0.533
RSCID.456272.101896,GSE7869,Expression data from renal cysts of autosomal dominant polycystic kidney disease (ADPKD) patients,8,organism part,Minimally cystic tissue,renal cortex,115,NA,0.816,no,no,no,NA,NA,NA,no,GO:0006629,0.563
RSCID.456040.102680,GSE7888,Expression data from human mesenchymal stem cells (six batches),17,treatment,middle stage,senescent,53,NA,0.894,no,no,no,NA,NA,0.787,no,GO:0071495,0.569
RSCID.457137.64956,GSE7904,Expression data from human breast tissue,28,disease,non-basal like cancer,reference subject role,273,NA,0.926,no,no,no,NA,NA,0.97,no,GO:0009888,0.57
RSCID.448311.34850,GSE7967,Activation of inflammation and nfkb signaling in infants born to arsenic exposed mothers,64,environmental history,Arsenic Poisoning,reference subject role,14,NA,0.992,yes,no,no,NA,NA,0.73,no,GO:0030335,0.67
RSCID.456184.15867,GSE8121,Pediatric septic shock,45,disease,septic shock; Day 3,reference subject role,51,NIGMS NIH HHS,0.941,no,no,no,0.992,0.961,0.998,yes,GO:0006955,0.631
RSCID.456274.108761,GSE8167,Distinct gene-expression-defined classes of gastrointestinal stromal tumor (GIST).,32,organism part,small intestine,stomach,215,NA,0.843,no,no,no,NA,NA,0.748,no,GO:0051240,0.551
RSCID.456051.15972,GSE8507,Neutrophil and PBMC gene expression data from Job's Syndrome,141,disease,Job's Syndrome,reference subject role,36,NCI NIH HHS,0.772,no,no,no,0.691,0.792,NA,no,GO:0060589,0.548
RSCID.456236.15496,GSE8514,Expression data from normal adrenal gland and aldosterone-producing adenoma,15,disease,aldosterone; Adenoma,reference subject role,64,NIDDK NIH HHS,0.824,no,no,no,0.578,0.781,0.593,no,GO:0006952,0.561
RSCID.456179.108766,GSE8527,Analysis of the in vitro transcriptional response of human pharyngeal epithelial cells to adherent pneumococci,11,treatment,Streptococcus pneumoniae G54,reference subject role,1,NA,0.987,no,no,no,NA,NA,NA,no,GO:0034122,0.999
RSCID.455995.15610,GSE8596,Expression profiles of pediatric solid tumor cell lines,8,cell line,Ewing family tumor,UET-13,346,NA,0.839,no,no,no,NA,NA,0.868,no,GO:0051270,0.545
RSCID.456071.15797,GSE8597,Gene expression analysis of hormone treated MCF7 breast cancer cells in the presence or absence of cycloheximide,8,treatment,estradiol; dimethyl sulfoxide,ethanol; cycloheximide,327,NA,0.783,no,no,no,NA,NA,0.666,no,GO:0022402,0.588
RSCID.456064.15606,GSE8665,The effects of chimeric EWS/ETS protein in human mesenchymal progenitor cells (MPCs).,14,cell line,ERG,FLI1,66,NA,0.889,yes,no,no,NA,NA,0.786,no,GO:0097458,0.565
RSCID.440722.39777,GSE8668,Effects of exercise on gene expression in human neutrophils,24,treatment,after exercise,reference subject role,2,NCRR NIH HHS,0.941,no,no,no,0.975,0.966,0.75,no,GO:0032731,0.749
RSCID.456069.16738,GSE8671,Transcriptome profile of human colorectal adenomas.,64,disease,Adenoma,normal,304,NA,0.896,yes,no,no,NA,NA,0.886,no,GO:0040012,0.548
RSCID.458474.75566,GSE8685,"Activation of Sez-4 cell line with IL-2, IL-15 or IL-21.",6,treatment,IL15 [human] interleukin 15,reference substance role,192,NCI NIH HHS,0.647,no,no,no,0.621,0.646,NA,no,GO:0051046,0.535
RSCID.458473.116704,GSE8687,Inhibition of activation of Sez-4 cell line with IL-2 by Jak kinase inhibitors.,12,treatment,Interleukin-2,reference substance role,248,NCI NIH HHS,0.684,no,no,no,0.649,0.675,0.531,no,GO:1902533,0.542
RSCID.456286.15435,GSE8717,Expression data from Human MPNST cancer cells infected with G207 and oncolytic HSV,22,treatment,infected with G207,reference substance role,243,NA,0.687,no,no,no,NA,NA,0.525,no,GO:0043067,0.543
RSCID.458923.34727,GSE8866,The undifferentiated phenotype in neuroblastoma depends on Cyclin D1 and CDK4 activity,7,genetic modification,vehicle,reference subject role,21,NA,0.841,no,no,no,NA,NA,0.526,no,GO:0048699,0.597
RSCID.445042.19581,GSE8896,Flagellin-mediated effects of Salmonella enteritidis on gene expression in intestinal epithelial cells,6,treatment,EAV9; Salmonella enteritidis,S1400; Salmonella enteritidis; wild type genotype,48,NA,0.894,yes,no,no,NA,NA,0.819,no,GO:0042981,0.668
RSCID.456187.102469,GSE8977,Bone-marrow-derived mesenchymal stem cells promote breast cancer metastasis,22,disease,invasive ductal carcinoma,reference subject role,102,NCI NIH HHS,0.928,no,no,no,0.883,0.9,0.607,no,GO:0002684,0.56
RSCID.461591.75537,GSE9031,Myeloma versus Lymphoma cell lines,11,cell type,myeloma,GCB-DLBCL,515,Intramural NIH HHS,0.752,no,no,no,0.514,0.719,0.798,no,GO:0006955,0.531
RSCID.444388.15584,GSE9101,Expression data in native lipoprotein-stimulated human THP-1 macrophages,12,treatment,very-low-density lipoprotein; Lipoprotein; Low density lipoprotein; High densitiy lipoprotein,reference subject role,39,NA,0.941,no,no,no,NA,NA,0.549,no,GO:0002684,0.678
RSCID.448381.34925,GSE9169,Gene expression during neuronal differentiation in two subtypes of SH-SY5Y,66,cell line,ECACC; SH-SY5Y,SH-SY5Y; ATCC,476,NA,0.758,no,no,no,NA,NA,0.677,no,GO:0022008,0.535
RSCID.459534.70497,GSE9348,Expression data from healthy controls and early stage CRC patient's tumor,82,disease,healthy control,early stage; Colorectal Cancer,437,NA,0.858,yes,no,no,NA,NA,0.884,no,GO:0042592,0.532
RSCID.458687.19413,GSE9451,Identification of Signature Molecule-Marked Native Mesenchymal Stem Cells,6,cell type,osteoblast; mesenchymal cell,mesenchymal cell; chondrocyte,471,NA,0.849,yes,no,no,NA,NA,0.86,no,GO:0045595,0.55
RSCID.458686.19417,GSE9576,Gene expression profiling of classical midgut carcinoid primary tumors and liver metastasis,6,disease,"Liver Metastases; Carcinoma, Neuroendocrine",scraped; normal; ileal mucosa,1346,NA,0.767,no,no,no,NA,NA,0.764,no,GO:0022892,0.521
RSCID.456208.110897,GSE9599,Coordinated over-expression of genes in the EGFR pathway predicts sensitivity to EGFR inhibition in pancreatic cancer,36,phenotype,EGFR inhibitor sensitive,EGFR inhibitor resistant,120,NCI NIH HHS,0.903,yes,no,no,0.875,0.882,0.596,no,GO:0009888,0.546
RSCID.456300.3619,GSE9770,Mild cognitive impairment - neuronal expression (6 regions),12,organism part,CA1 field of hippocampus,Entorhinal cortex,126,NA,0.826,no,no,no,NA,NA,0.783,no,GO:0045595,0.553
RSCID.464895.121831,GSE9807,Expression data from RNAi SNCA treated human neuroblastoma cell line,6,genotype,"Knockdown; SNCA [human] synuclein, alpha (non A4 component of amyloid precursor)",wild type genotype,1,NA,0.772,no,no,no,NA,NA,0.467,no,GO:0005070,0.998
RSCID.456214.110861,GSE9844,Transcriptomic Dissection of Tongue Squamous Cell Carcinoma,38,disease,Oral Tongue Squamous Cell Carcinoma,reference subject role,128,NA,0.875,yes,no,no,NA,NA,0.683,no,GO:0009888,0.562
RSCID.457030.39485,GSE9988,Innate immune repsonses to TREM-1 activation,21,treatment,Lipopolysaccharide,reference substance role,165,NA,0.857,no,no,no,NA,NA,0.857,no,GO:0006952,0.593
